-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,-1.25,18367,0.0015350996064320112,2.81386343965,1.0
-1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,-2.75,13226,0.0022133950027051555,2.65494107492,1.0
-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1.25,23197,0.00029342421494313884,3.5325040487,1.0
1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,-0.75,29534,-0.0028326426650022315,2.54780820783,0.0
1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-0.25,39452,0.0009431776168381364,3.02540651432,1.0
-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-2.75,19880,0.03281344763995661,1.48394813681,1.0
-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1.75,16774,-0.019681947708334438,1.70593192638,0.0
1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1.25,29772,0.006258035363361944,2.20356198704,1.0
-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,-1,1,-1,-2.75,15404,0.018391123083758832,1.73539174906,1.0
-1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1.25,4717,1.699477279645313e-05,4.76968463714,1.0
1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-2.25,28740,0.022719711570505428,1.64359718635,1.0
1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1.75,33548,0.0018054497763930115,2.74341458818,1.0
-1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,-1.25,21951,0.0016657037580805438,2.77840223442,1.0
-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-2.25,20186,0.0008685023845322763,3.06122898483,1.0
-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-0.75,21666,0.0017571877847895876,2.75518182442,1.0
1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1.25,28008,0.003517519976658611,2.45376342745,1.0
1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1.75,39986,0.004326372695700304,2.36387607095,1.0
1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,-3.25,33070,0.05735868189027609,1.24140083737,1.0
1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,-3.25,33072,-0.050353232617137166,1.29797264303,0.0
-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,1,-0.25,21679,-8.284880656534184e-05,4.0817137432,0.0
1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1.25,40971,0.0002301519350409074,3.63798536935,1.0
-1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1.75,16438,0.007271888837313828,2.13835276864,1.0
-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-2.75,15998,-0.01838936276834548,1.73543331976,0.0
1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,1,-1,-1.25,32642,0.004616197536975459,2.33571561506,1.0
-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-2.25,16471,-0.021405650743691162,1.66947156484,0.0
1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-2.25,38267,0.007111295583121116,2.1480512694,1.0
1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1.25,32873,-0.0018568950128189528,2.73121265019,0.0
-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1.25,8957,-0.002870900939549684,2.54198179258,0.0
-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-2.25,13802,0.018565051294700274,1.73130384649,1.0
1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,-1.25,31900,-0.009453203447038431,2.02442099534,0.0
1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,-1.25,38619,0.0036961490294926086,2.43225052626,1.0
1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1.75,28373,-0.0005292171705980019,3.27636607345,0.0
1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-2.75,28356,0.041505464284149245,1.38189472372,1.0
-1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-0.75,18459,-0.0007204389770537578,3.1424027991,0.0
-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1.75,16542,-0.01783747343741174,1.7486666606,0.0
-1,1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1.75,22524,-0.0002330536708025891,3.63254405215,0.0
-1,1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-2.25,17257,-0.011644694996349694,1.93387188224,0.0
1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,-2.25,29658,0.019984989775483707,1.69929606959,1.0
1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-3.25,35450,-0.0002345444038853285,3.62977492465,0.0
1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,1,-1.75,32839,0.012220328678626732,1.91291711313,1.0
-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,-3.25,15611,0.05098659565258833,1.29254398467,1.0
-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1.75,18339,-0.00018659684684654715,3.72909569933,0.0
1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1,-1.25,38232,-0.0006087894451622954,3.21553288572,0.0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-3.75,15522,-0.15217649647161083,0.817652418794,0.0
1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,-1.25,33484,0.0065131297031438655,2.18621027315,1.0
1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-3.25,28742,-0.05175151906916577,1.28607689778,0.0
-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-0.75,9978,-0.0010477508585017687,2.97974197464,0.0
1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1.75,27793,0.003334762703921052,2.47693506431,1.0
1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-0.25,38727,0.00020140979945783478,3.69591940296,1.0
-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,-0.75,17152,1.5926273062541348e-05,4.79788584239,1.0
1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,-1,-0.25,30174,4.614455606836627e-05,4.33587952777,1.0
1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1.25,29635,0.004084350712551865,2.38887697325,1.0
-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-2.25,7396,0.002767327526020001,2.55793943706,1.0
1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1.25,33199,-0.0008775522924691191,3.05672699491,0.0
-1,1,1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-2.25,22405,-0.003464486207668482,2.46036116328,0.0
-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-2.25,19275,-0.030735577555960143,1.51235862159,0.0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-3.25,33096,0.07250276299568396,1.13964544266,1.0
1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1.25,42538,0.00011416533648574042,3.94246573898,1.0
-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-0.75,19016,-0.001988831653212053,2.70140197664,0.0
-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1.75,5964,-6.677897468088536e-06,5.17536025335,0.0
1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-3.25,34814,0.051786683582205374,1.2857819003,1.0
1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,-2.25,31188,4.5951488632539386e-05,4.33770041476,1.0
-1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,-1.25,21991,-0.000201704243390294,3.69528496514,0.0
1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-1.25,39273,-0.0044278963284964355,2.35380255593,0.0
1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-2.75,32817,0.05261657849605541,1.27887739625,1.0
-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-2.75,20816,0.012849201710439927,1.89112385315,1.0
-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-2.25,13792,-0.0067099278847330916,2.17328214741,0.0
1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1.25,32143,0.00458695717245526,2.33847531477,1.0
-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-2.75,20138,0.02957965319583292,1.52900692216,1.0
-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1.75,17378,0.0023511005041505183,2.62872880539,1.0
-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1.25,18511,-0.008052509071032896,2.09406877728,0.0
1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-3.25,33078,0.06683754804824592,1.17497949069,1.0
-1,-1,1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,-1.25,7621,0.0011675722898316322,2.93271622074,1.0
1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1.75,32823,-0.019478119683303183,1.71045296997,0.0
1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-0.75,32086,0.002145976071965159,2.66837512481,1.0
-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1.75,22575,2.540306237151118e-05,4.59511392547,1.0
1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-2.75,32773,-0.0281681399388891,1.55024183036,0.0
-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-0.25,10254,-0.0003493833938888943,3.45669774078,0.0
-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1.25,18813,-5.502796512471764e-06,5.25941654664,0.0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,-2.75,15512,0.038078614377580984,1.41931886331,1.0
1,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-2.25,33609,0.00022002741250867487,3.65752320845,1.0
-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-2.25,10358,0.007427559984464089,2.12915383218,1.0
1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,-2.75,28399,-0.039014516626891683,1.40877376944,0.0
-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-3.25,15059,-0.06788700768020933,1.16821333371,0.0
-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,-2.75,16770,-0.023519960702023068,1.62856340823,0.0
1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1.75,29317,-0.025407699275909662,1.59503465951,0.0
-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,1,-1,-1.75,16322,0.007782599587345343,2.10887531331,1.0
-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-3.25,15486,-0.07177298953700767,1.14403896386,0.0
1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-2.25,39191,-0.008858361588935368,2.05264659625,0.0
1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1.75,27925,0.00254474963433923,2.59435493937,1.0
-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,-1.25,21601,-0.0029841982306610323,2.52517233146,0.0
-1,1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,-1.75,16825,-0.006305157772078195,2.20030404173,0.0
-1,-1,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-0.75,9345,0.004109139714552865,2.38624909207,1.0
-1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-1.25,16689,0.004459466879084263,2.35071705728,1.0
1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,-2.25,31191,-0.0002646482250544905,3.57733101439,0.0
1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-0.75,33200,0.00026274390317926257,3.58046735274,1.0
1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1.75,33233,0.006411956534003538,2.19300943035,1.0
1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1.75,26703,-0.004447792203908991,2.35185551073,0.0
-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-3.25,15541,-0.09143628808206798,1.03888141273,0.0
-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-2.25,16319,0.021496698879893552,1.66762822698,1.0
-1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1.25,16273,-0.00036348960373634964,3.439508006,0.0
1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1.25,26685,0.0018838653967676307,2.72495013102,1.0
1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,-1.75,41293,0.0004208912157652383,3.37583013813,1.0
-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-3.75,16796,-0.08804316005440968,1.0553043781,0.0
-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1.75,20334,0.005847080078297112,2.23306095827,1.0
1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1,1,-1.75,31459,-0.0019517086600247136,2.70958501084,0.0
-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,-2.75,17419,0.0034157511774692167,2.46651377328,1.0
-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,-1,-1.75,8963,0.00484796298559257,2.31444070469,1.0
-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1.75,17238,-0.006152562233278718,2.21094398471,0.0
-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,1,-2.25,6769,1.9190386109510728e-05,4.7169162872,1.0
-1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,1,-2.25,16683,-0.0004807666720266283,3.31806564636,0.0
1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,-1.75,34559,-0.006027129044907241,2.21988950989,0.0
1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-0.75,26929,0.003714032530267037,2.4301542967,1.0
1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1.25,26696,0.0031190765418849607,2.50597396756,1.0
-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1.25,9059,0.002367689846135885,2.62567518832,1.0
1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-0.25,30027,0.00014165760747372565,3.84876009749,1.0
-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-2.75,15612,-0.028922663570187645,1.53876171412,0.0
1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1.25,38367,-0.0011613949552470959,2.93502006474,0.0
-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-1.75,15780,-0.02401111146739214,1.61958773611,0.0
1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1.75,35395,0.001230578379668611,2.90989071941,1.0
-1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,-2.25,9184,-0.008999247132096782,2.04579382168,0.0
-1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-0.25,10575,-4.823318429809845e-06,5.31665406552,0.0
1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1.75,31842,0.0058867527303388765,2.23012420609,1.0
-1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1.75,15812,0.004195010372083797,2.37726696105,1.0
-1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,0.25,9953,-1.1214631126753692e-05,4.95021500672,0.0
-1,1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,-2.25,20207,0.023235536030197027,1.63384730415,1.0
-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1.75,7358,-6.615180953943805e-05,4.17945827147,0.0
1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1.25,38106,0.0001279330772106214,3.89301715378,1.0
1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,-2.25,33564,0.0041140464382606184,2.38573081041,1.0
-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,-0.75,21868,-0.0026220704191753067,2.58135564894,0.0
-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,-1,-1.75,18951,-0.014174891716260102,1.84848025005,0.0
-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,-2.75,20158,-0.04184763356242631,1.37832909585,0.0
1,-1,-1,1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1.25,29784,-0.0031811970410858966,2.49740943017,0.0
-1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1.75,20261,0.01063312442433575,1.97333910416,1.0
1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,-2.25,41847,2.007304374154336e-05,4.69738676902,1.0
1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,-0.75,28607,0.0014799866977815005,2.82974218806,1.0
1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,-0.75,39456,-0.002576216674183387,2.58901761319,0.0
-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,-1.75,17230,-0.003753685239346453,2.42554214742,0.0
1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,-1.25,31256,0.001347256848036351,2.87054960023,1.0
1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-3.25,31852,0.03889310340037926,1.41012740178,1.0
1,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,-0.75,39472,-0.0020562708922942105,2.68691967213,0.0
1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-2.25,26774,-0.007510570432288457,2.12432707682,0.0
-1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-2.25,14923,-0.005372006564528472,2.2698634653,0.0
-1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-0.75,20652,-4.997611478136144e-05,4.30123750961,0.0
1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,-1,-2.25,28421,0.008033188582381048,2.09511203768,1.0
-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,-2.25,15599,-0.03066564813202975,1.51334785187,0.0
-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-2.25,20689,0.01328098404551438,1.87676974502,1.0
1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1.25,32138,-0.0021374360926721134,2.6701068614,0.0
-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-2.75,15158,0.014390918552712096,1.84191148475,1.0
1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,-2.75,32837,-0.03544448742561951,1.45045129974,0.0
1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-3.25,28394,-0.0596505447783179,1.22438558564,0.0
1,-1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1.25,33500,0.0029975682133803546,2.52323092521,1.0
-1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,-2.25,16830,-0.011686724313989054,1.9323072007,0.0
-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,1,-2.25,15840,-0.014548682082251192,1.83717634622,0.0
1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,-0.75,39204,0.0010202862975143136,2.9912779459,1.0
-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,-1.75,19276,0.019268884613698554,1.71514342391,1.0
1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-0.75,33480,-0.0014957430069890334,2.82514301893,0.0
-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1.25,7612,0.0008651315302888625,3.06291785955,1.0
1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,-2.75,33068,0.018038730969744687,1.74379401847,1.0
1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,-2.25,35279,0.004664598810720979,2.33118570278,1.0
-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1.75,9472,0.003443586553788635,2.46298899665,1.0
-1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1.75,15582,-0.012245765928109843,1.91201404615,0.0
1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,-2.75,41834,-0.00037770236157428657,3.42285029975,0.0
1,1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,1,-1,-1.25,44686,1.1039294607058989e-05,4.95705867643,1.0
1,-1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-0.75,35640,1.7914604218497692e-05,4.74679278212,1.0
-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1.25,16576,-0.004483784513170024,2.3483552674,0.0
-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1.25,7359,0.0004501676172679607,3.34662574911,1.0
1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1.75,26514,0.0034160180601629626,2.4664798419,1.0
-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-2.25,15989,0.007300039508737451,2.13667478942,1.0
1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-3.25,33008,-0.053373009811988545,1.27267830576,0.0
-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-3.25,15863,-0.04646703183691651,1.33285506796,0.0
-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-2.75,13814,0.01905966074776815,1.71988483385,1.0
-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1.25,10814,0.001179848279949711,2.92817383627,1.0
-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1.25,15778,-0.0074374829907638065,2.12857401448,0.0
